date,tot_ret,price,
1/3/1950,3.35,16.66,
1/4/1950,3.39,16.85,0.011404562
1/5/1950,3.4,16.93,0.004747774
1/6/1950,3.41,16.98,0.002953337
1/9/1950,3.43,17.08,0.005889282
1/10/1950,3.42,17.03,-0.0029274
1/11/1950,3.44,17.09,0.003523194
1/12/1950,3.37,16.76,-0.019309538
1/13/1950,3.35,16.67,-0.005369928
1/16/1950,3.37,16.72,0.0029994
1/17/1950,3.39,16.86,0.008373206
1/18/1950,3.39,16.85,-0.00059312
1/19/1950,3.4,16.87,0.001186944
1/20/1950,3.4,16.9,0.001778305
1/23/1950,3.41,16.92,0.001183432
1/24/1950,3.4,16.86,-0.003546099
1/25/1950,3.37,16.74,-0.007117438
1/26/1950,3.37,16.73,-0.000597372
1/27/1950,3.39,16.82,0.005379558
1/30/1950,3.43,17.02,0.011890606
1/31/1950,3.44,17.05,0.001762632
2/1/1950,3.44,17.05,0
2/2/1950,3.48,17.23,0.010557185
2/3/1950,3.49,17.29,0.003482298
2/6/1950,3.5,17.32,0.001735107
2/7/1950,3.48,17.23,-0.005196305
2/8/1950,3.48,17.21,-0.001160766
2/9/1950,3.49,17.28,0.004067403
2/10/1950,3.48,17.24,-0.002314815
2/14/1950,3.45,17.06,-0.010440835
2/15/1950,3.45,17.06,0
2/16/1950,3.44,16.99,-0.004103165
2/17/1950,3.47,17.15,0.009417304
2/20/1950,3.48,17.2,0.002915452
2/21/1950,3.48,17.17,-0.001744186
2/23/1950,3.48,17.21,0.002329645
2/24/1950,3.5,17.28,0.004067403
2/27/1950,3.5,17.28,0
2/28/1950,3.49,17.22,-0.003472222
3/1/1950,3.49,17.24,0.00116144
3/2/1950,3.49,17.23,-0.000580046
3/3/1950,3.5,17.29,0.003482298
3/6/1950,3.51,17.32,0.001735107
3/7/1950,3.49,17.2,-0.006928406
3/8/1950,3.49,17.19,-0.000581395
3/9/1950,3.46,17.07,-0.006980803
3/10/1950,3.47,17.09,0.001171646
3/13/1950,3.47,17.12,0.001755413
3/14/1950,3.5,17.25,0.007593458
3/15/1950,3.54,17.45,0.011594203
3/16/1950,3.55,17.49,0.002292264
3/17/1950,3.55,17.45,-0.002287021
3/20/1950,3.54,17.44,-0.000573066
3/21/1950,3.55,17.45,0.000573394
3/22/1950,3.57,17.55,0.005730659
3/23/1950,3.57,17.56,0.000569801
3/24/1950,3.57,17.56,0
3/27/1950,3.55,17.46,-0.005694761
3/28/1950,3.57,17.53,0.004009164
3/29/1950,3.55,17.44,-0.005134056
3/30/1950,3.52,17.3,-0.008027523
3/31/1950,3.52,17.29,-0.000578035
4/3/1950,3.57,17.53,0.013880856
4/4/1950,3.58,17.55,0.001140901
4/5/1950,3.59,17.63,0.004558405
4/6/1950,3.62,17.78,0.008508225
4/10/1950,3.64,17.85,0.003937008
4/11/1950,3.62,17.75,-0.005602241
4/12/1950,3.66,17.94,0.010704225
4/13/1950,3.67,17.98,0.002229654
4/14/1950,3.67,17.96,-0.001112347
4/17/1950,3.65,17.88,-0.004454343
4/18/1950,3.68,18.03,0.008389262
4/19/1950,3.68,18.05,0.001109262
4/20/1950,3.67,17.93,-0.006648199
4/21/1950,3.67,17.96,0.001673173
4/24/1950,3.65,17.83,-0.007238307
4/25/1950,3.65,17.83,0
4/26/1950,3.64,17.76,-0.003925967
4/27/1950,3.66,17.86,0.005630631
4/28/1950,3.68,17.96,0.005599104
5/1/1950,3.73,18.22,0.014476615
5/2/1950,3.71,18.11,-0.006037322
5/3/1950,3.75,18.27,0.008834898
5/4/1950,3.72,18.12,-0.008210181
5/5/1950,3.74,18.22,0.005518764
5/8/1950,3.75,18.27,0.002744237
5/9/1950,3.75,18.27,0
5/10/1950,3.76,18.29,0.001094691
5/11/1950,3.76,18.29,0
5/12/1950,3.74,18.18,-0.006014215
5/15/1950,3.75,18.26,0.00440044
5/16/1950,3.79,18.44,0.009857612
5/17/1950,3.81,18.52,0.004338395
5/18/1950,3.82,18.56,0.002159827
5/19/1950,3.84,18.68,0.006465517
5/22/1950,3.83,18.6,-0.004282655
5/23/1950,3.85,18.71,0.005913978
5/24/1950,3.85,18.69,-0.001068947
5/25/1950,3.85,18.69,0
5/26/1950,3.85,18.67,-0.001070091
5/29/1950,3.86,18.72,0.002678093
5/31/1950,3.87,18.78,0.003205128
6/1/1950,3.87,18.77,-0.000532481
6/2/1950,3.88,18.79,0.00106553
6/5/1950,3.84,18.6,-0.010111762
6/6/1950,3.9,18.88,0.015053763
6/7/1950,3.91,18.93,0.002648305
6/8/1950,3.96,19.14,0.011093502
6/9/1950,3.98,19.26,0.006269592
6/12/1950,4.01,19.4,0.007268951
6/13/1950,3.98,19.25,-0.007731959
6/14/1950,3.93,18.98,-0.014025974
6/15/1950,3.92,18.93,-0.002634352
6/16/1950,3.93,18.97,0.002113048
6/19/1950,3.92,18.92,-0.002635741
6/20/1950,3.9,18.83,-0.004756871
6/21/1950,3.94,19,0.009028147
6/22/1950,3.97,19.16,0.008421053
6/23/1950,3.97,19.14,-0.001043841
6/26/1950,3.76,18.11,-0.053814002
6/27/1950,3.72,17.91,-0.011043622
6/28/1950,3.76,18.11,0.011166946
6/29/1950,3.62,17.44,-0.036996135
6/30/1950,3.67,17.69,0.014334862
7/3/1950,3.67,17.64,-0.002826456
7/5/1950,3.7,17.81,0.009637188
7/6/1950,3.72,17.91,0.005614823
7/7/1950,3.68,17.67,-0.013400335
7/10/1950,3.66,17.59,-0.004527448
7/11/1950,3.6,17.32,-0.01534963
7/12/1950,3.51,16.87,-0.025981524
7/13/1950,3.48,16.69,-0.010669828
7/14/1950,3.51,16.87,0.010784901
7/17/1950,3.48,16.68,-0.011262596
7/18/1950,3.56,17.06,0.022781775
7/19/1950,3.62,17.36,0.017584994
7/20/1950,3.67,17.61,0.014400922
7/21/1950,3.67,17.59,-0.001135718
7/24/1950,3.65,17.48,-0.006253553
7/25/1950,3.6,17.23,-0.014302059
7/26/1950,3.61,17.27,0.002321532
7/27/1950,3.66,17.5,0.013317892
7/28/1950,3.7,17.69,0.010857143
7/31/1950,3.73,17.84,0.008479367
8/1/1950,3.77,18.02,0.010089686
8/2/1950,3.75,17.95,-0.003884573
8/3/1950,3.76,17.99,0.002228412
8/4/1950,3.8,18.14,0.008337966
8/7/1950,3.85,18.41,0.014884234
8/8/1950,3.87,18.46,0.002715915
8/9/1950,3.9,18.61,0.008125677
8/10/1950,3.87,18.48,-0.006985492
8/11/1950,3.83,18.28,-0.010822511
8/14/1950,3.83,18.29,0.000547046
8/15/1950,3.84,18.32,0.001640241
8/16/1950,3.85,18.34,0.001091703
8/17/1950,3.89,18.54,0.010905125
8/18/1950,3.92,18.68,0.007551241
8/21/1950,3.93,18.7,0.001070664
8/22/1950,3.92,18.68,-0.001069519
8/23/1950,3.95,18.82,0.007494647
8/24/1950,3.95,18.79,-0.001594049
8/25/1950,3.9,18.54,-0.013304949
8/28/1950,3.9,18.53,-0.000539374
8/29/1950,3.9,18.54,0.000539665
8/30/1950,3.88,18.43,-0.005933118
8/31/1950,3.88,18.42,-0.000542594
9/1/1950,3.91,18.55,0.007057546
9/5/1950,3.93,18.68,0.007008086
9/6/1950,3.91,18.54,-0.007494647
9/7/1950,3.92,18.59,0.002696872
9/8/1950,3.95,18.75,0.008606778
9/11/1950,3.93,18.61,-0.007466667
9/12/1950,3.98,18.87,0.013970983
9/13/1950,4.03,19.09,0.011658718
9/14/1950,4.05,19.18,0.00471451
9/15/1950,4.07,19.29,0.005735141
9/18/1950,4.09,19.37,0.004147227
9/19/1950,4.08,19.31,-0.003097574
9/20/1950,4.06,19.21,-0.005178664
9/21/1950,4.1,19.37,0.008328995
9/22/1950,4.11,19.44,0.003613836
9/25/1950,4.11,19.42,-0.001028807
9/26/1950,4.05,19.14,-0.014418126
9/27/1950,4.11,19.41,0.014106583
9/28/1950,4.11,19.42,0.000515198
9/29/1950,4.12,19.45,0.001544799
10/2/1950,4.17,19.69,0.012339332
10/3/1950,4.17,19.66,-0.001523616
10/4/1950,4.24,20,0.017293998
10/5/1950,4.22,19.89,-0.0055
10/6/1950,4.27,20.12,0.0115636
10/9/1950,4.25,20,-0.005964215
10/10/1950,4.2,19.78,-0.011
10/11/1950,4.22,19.86,0.004044489
10/13/1950,4.22,19.85,-0.000503525
10/16/1950,4.19,19.71,-0.007052897
10/17/1950,4.23,19.89,0.00913242
10/18/1950,4.26,20.01,0.006033183
10/19/1950,4.27,20.02,0.00049975
10/20/1950,4.26,19.96,-0.002997003
10/23/1950,4.26,19.96,0
10/24/1950,4.28,20.08,0.006012024
10/25/1950,4.28,20.05,-0.001494024
10/26/1950,4.19,19.61,-0.021945137
10/27/1950,4.22,19.77,0.008159102
10/30/1950,4.19,19.61,-0.00809307
10/31/1950,4.18,19.53,-0.004079551
11/1/1950,4.19,19.56,0.001536098
11/2/1950,4.22,19.73,0.008691207
11/3/1950,4.25,19.85,0.006082108
11/6/1950,4.15,19.36,-0.024685139
11/8/1950,4.19,19.56,0.010330579
11/9/1950,4.24,19.79,0.011758691
11/10/1950,4.28,19.94,0.007579586
11/13/1950,4.3,20.01,0.003510532
11/14/1950,4.27,19.86,-0.007496252
11/15/1950,4.26,19.82,-0.002014099
11/16/1950,4.24,19.72,-0.005045409
11/17/1950,4.27,19.86,0.007099391
11/20/1950,4.29,19.93,0.003524673
11/21/1950,4.28,19.88,-0.002508781
11/22/1950,4.34,20.16,0.014084507
11/24/1950,4.38,20.32,0.007936508
11/27/1950,4.35,20.18,-0.006889764
11/28/1950,4.22,19.56,-0.030723489
11/29/1950,4.18,19.37,-0.009713701
11/30/1950,4.21,19.51,0.007227672
12/1/1950,4.25,19.66,0.007688365
12/4/1950,4.1,19,-0.033570702
12/5/1950,4.17,19.31,0.016315789
12/6/1950,4.21,19.45,0.007250129
12/7/1950,4.2,19.4,-0.002570694
12/8/1950,4.2,19.4,0
12/11/1950,4.27,19.72,0.016494845
12/12/1950,4.26,19.68,-0.002028398
12/13/1950,4.26,19.67,-0.00050813
12/14/1950,4.21,19.43,-0.012201322
12/15/1950,4.19,19.33,-0.00514668
12/18/1950,4.31,19.85,0.02690119
12/19/1950,4.33,19.96,0.005541562
12/20/1950,4.34,19.97,0.000501002
12/21/1950,4.34,19.98,0.000500751
12/22/1950,4.36,20.07,0.004504505
12/26/1950,4.33,19.92,-0.007473842
12/27/1950,4.42,20.3,0.019076305
12/28/1950,4.44,20.38,0.003940887
12/29/1950,4.45,20.43,0.002453386
1/2/1951,4.52,20.77,0.016642193
1/3/1951,4.51,20.69,-0.003851709
1/4/1951,4.55,20.87,0.008699855
1/5/1951,4.55,20.87,0
1/8/1951,4.58,21,0.006229037
1/9/1951,4.6,21.12,0.005714286
1/10/1951,4.55,20.85,-0.012784091
1/11/1951,4.62,21.19,0.016306954
1/12/1951,4.6,21.11,-0.003775366
1/15/1951,4.65,21.3,0.009000474
1/16/1951,4.68,21.46,0.007511737
1/17/1951,4.7,21.55,0.004193849
1/18/1951,4.67,21.4,-0.006960557
1/19/1951,4.66,21.36,-0.001869159
1/22/1951,4.62,21.18,-0.008426966
1/23/1951,4.64,21.26,0.003777148
1/24/1951,4.62,21.16,-0.004703669
1/25/1951,4.59,21.03,-0.006143667
1/26/1951,4.64,21.26,0.010936757
1/29/1951,4.73,21.67,0.019285042
1/30/1951,4.75,21.74,0.003230272
1/31/1951,4.73,21.66,-0.003679853
2/1/1951,4.76,21.77,0.005078486
2/2/1951,4.8,21.96,0.008727607
2/5/1951,4.85,22.2,0.010928962
2/6/1951,4.84,22.12,-0.003603604
2/7/1951,4.81,21.99,-0.005877034
2/8/1951,4.83,22.09,0.004547522
2/9/1951,4.85,22.17,0.003621548
2/13/1951,4.85,22.18,0.00045106
2/14/1951,4.84,22.12,-0.00270514
2/15/1951,4.82,22,-0.005424955
2/16/1951,4.84,22.13,0.005909091
2/19/1951,4.78,21.83,-0.013556258
2/20/1951,4.77,21.79,-0.001832341
2/21/1951,4.79,21.86,0.003212483
2/23/1951,4.8,21.92,0.002744739
2/26/1951,4.8,21.93,0.000456204
2/27/1951,4.77,21.76,-0.007751938
2/28/1951,4.78,21.8,0.001838235
3/1/1951,4.79,21.85,0.002293578
3/2/1951,4.81,21.93,0.003661327
3/5/1951,4.78,21.79,-0.006383949
3/6/1951,4.78,21.79,0
3/7/1951,4.79,21.86,0.003212483
3/8/1951,4.81,21.95,0.004117109
3/9/1951,4.82,21.95,0
3/12/1951,4.76,21.7,-0.011389522
3/13/1951,4.7,21.41,-0.013364055
3/14/1951,4.66,21.25,-0.007473143
3/15/1951,4.67,21.29,0.001882353
3/16/1951,4.75,21.64,0.016439643
3/19/1951,4.73,21.56,-0.003696858
3/20/1951,4.73,21.52,-0.001855288
3/21/1951,4.75,21.64,0.005576208
3/22/1951,4.77,21.73,0.004158965
3/26/1951,4.73,21.53,-0.009203866
3/27/1951,4.73,21.51,-0.000928936
3/28/1951,4.67,21.26,-0.011622501
3/29/1951,4.69,21.33,0.003292568
3/30/1951,4.72,21.48,0.007032349
4/2/1951,4.69,21.32,-0.00744879
4/3/1951,4.68,21.26,-0.002814259
4/4/1951,4.71,21.4,0.006585136
4/5/1951,4.78,21.69,0.013551402
4/6/1951,4.78,21.72,0.001383126
4/9/1951,4.78,21.68,-0.001841621
4/10/1951,4.77,21.65,-0.001383764
4/11/1951,4.77,21.64,-0.000461894
4/12/1951,4.81,21.83,0.008780037
4/13/1951,4.87,22.09,0.011910215
4/16/1951,4.86,22.04,-0.002263468
4/17/1951,4.88,22.09,0.002268603
4/18/1951,4.89,22.13,0.001810774
4/19/1951,4.87,22.04,-0.004066878
4/20/1951,4.87,22.04,0
4/23/1951,4.87,22.05,0.000453721
4/24/1951,4.86,21.96,-0.004081633
4/25/1951,4.86,21.97,0.000455373
4/26/1951,4.9,22.16,0.008648157
4/27/1951,4.96,22.39,0.010379061
4/30/1951,4.97,22.43,0.001786512
5/1/1951,4.99,22.53,0.004458315
5/2/1951,5.01,22.62,0.003994674
5/3/1951,5.06,22.81,0.008399646
5/4/1951,5.05,22.77,-0.001753617
5/7/1951,5.02,22.63,-0.006148441
5/8/1951,5.02,22.61,-0.000883783
5/9/1951,5.02,22.64,0.001326847
5/10/1951,5,22.51,-0.005742049
5/11/1951,4.96,22.33,-0.007996446
5/14/1951,4.93,22.18,-0.006717421
5/15/1951,4.84,21.76,-0.018935978
5/16/1951,4.82,21.69,-0.003216912
5/17/1951,4.87,21.91,0.010142923
5/18/1951,4.79,21.51,-0.018256504
5/21/1951,4.78,21.46,-0.0023245
5/22/1951,4.76,21.36,-0.004659832
5/23/1951,4.71,21.16,-0.009363296
5/24/1951,4.69,21.05,-0.005198488
5/25/1951,4.69,21.03,-0.000950119
5/28/1951,4.73,21.21,0.008559201
5/29/1951,4.76,21.35,0.00660066
5/31/1951,4.8,21.52,0.007962529
6/1/1951,4.79,21.48,-0.001858736
6/4/1951,4.74,21.24,-0.011173184
6/5/1951,4.76,21.33,0.004237288
6/6/1951,4.8,21.48,0.007032349
6/7/1951,4.82,21.56,0.003724395
6/8/1951,4.8,21.49,-0.003246753
6/11/1951,4.83,21.61,0.005583993
6/12/1951,4.81,21.52,-0.004164739
6/13/1951,4.82,21.55,0.001394052
6/14/1951,4.89,21.84,0.013457077
6/15/1951,4.93,22.04,0.009157509
6/18/1951,4.94,22.05,0.000453721
6/19/1951,4.93,22.02,-0.001360544
6/20/1951,4.91,21.91,-0.004995459
6/21/1951,4.88,21.78,-0.005933364
6/22/1951,4.83,21.55,-0.010560147
6/25/1951,4.78,21.29,-0.012064965
6/26/1951,4.78,21.3,0.000469704
6/27/1951,4.8,21.37,0.003286385
6/28/1951,4.74,21.1,-0.012634534
6/29/1951,4.71,20.96,-0.006635071
7/2/1951,4.74,21.1,0.006679389
7/3/1951,4.77,21.23,0.006161137
7/5/1951,4.87,21.64,0.019312294
7/6/1951,4.87,21.64,0
7/9/1951,4.89,21.73,0.004158965
7/10/1951,4.87,21.63,-0.004601933
7/11/1951,4.88,21.68,0.002311604
7/12/1951,4.91,21.8,0.005535055
7/13/1951,4.95,21.98,0.008256881
7/16/1951,4.89,21.73,-0.011373976
7/17/1951,4.94,21.92,0.008743672
7/18/1951,4.93,21.88,-0.001824818
7/19/1951,4.92,21.84,-0.001828154
7/20/1951,4.93,21.88,0.001831502
7/23/1951,4.98,22.1,0.010054845
7/24/1951,5.06,22.44,0.015384615
7/25/1951,5.03,22.32,-0.005347594
7/26/1951,5.07,22.47,0.00672043
7/27/1951,5.08,22.53,0.002670227
7/30/1951,5.11,22.63,0.004438526
7/31/1951,5.06,22.4,-0.0101635
8/1/1951,5.08,22.51,0.004910714
8/2/1951,5.15,22.82,0.013771657
8/3/1951,5.16,22.85,0.001314636
8/6/1951,5.2,23.01,0.007002188
8/7/1951,5.21,23.03,0.000869187
8/8/1951,5.18,22.93,-0.004342162
8/9/1951,5.16,22.84,-0.003924989
8/10/1951,5.15,22.79,-0.002189142
8/13/1951,5.16,22.8,0.000438789
8/14/1951,5.14,22.7,-0.004385965
8/15/1951,5.16,22.79,0.003964758
8/16/1951,5.18,22.87,0.003510312
8/17/1951,5.19,22.94,0.003060778
8/20/1951,5.19,22.93,-0.00043592
8/21/1951,5.17,22.83,-0.004361099
8/22/1951,5.16,22.75,-0.003504161
8/23/1951,5.19,22.9,0.006593407
8/24/1951,5.19,22.88,-0.000873362
8/27/1951,5.18,22.85,-0.001311189
8/28/1951,5.19,22.9,0.002188184
8/29/1951,5.24,23.08,0.007860262
8/30/1951,5.27,23.24,0.006932409
8/31/1951,5.28,23.28,0.00172117
9/4/1951,5.29,23.28,0
9/5/1951,5.32,23.42,0.006013746
9/6/1951,5.33,23.47,0.002134927
9/7/1951,5.35,23.53,0.002556455
9/10/1951,5.37,23.62,0.003824904
9/11/1951,5.34,23.5,-0.00508044
9/12/1951,5.37,23.6,0.004255319
9/13/1951,5.39,23.71,0.004661017
9/14/1951,5.39,23.69,-0.000843526
9/17/1951,5.37,23.62,-0.002954833
9/18/1951,5.37,23.59,-0.00127011
9/19/1951,5.37,23.59,0
9/20/1951,5.37,23.57,-0.000847817
9/21/1951,5.33,23.4,-0.007212558
9/24/1951,5.31,23.3,-0.004273504
9/25/1951,5.33,23.38,0.003433476
9/26/1951,5.33,23.4,0.000855432
9/27/1951,5.3,23.27,-0.005555556
9/28/1951,5.3,23.26,-0.000429738
10/1/1951,5.35,23.47,0.009028375
10/2/1951,5.39,23.64,0.007243289
10/3/1951,5.43,23.79,0.006345178
10/4/1951,5.41,23.72,-0.002942413
10/5/1951,5.43,23.78,0.002529511
10/8/1951,5.42,23.75,-0.001261564
10/9/1951,5.4,23.65,-0.004210526
10/10/1951,5.4,23.61,-0.001691332
10/11/1951,5.42,23.7,0.003811944
10/15/1951,5.45,23.85,0.006329114
10/16/1951,5.44,23.77,-0.003354298
10/17/1951,5.42,23.69,-0.003365587
10/18/1951,5.42,23.67,-0.000844238
10/19/1951,5.34,23.32,-0.01478665
10/22/1951,5.21,22.75,-0.024442539
10/23/1951,5.23,22.84,0.003956044
10/24/1951,5.28,23.03,0.008318739
10/25/1951,5.26,22.96,-0.003039514
10/26/1951,5.23,22.81,-0.006533101
10/29/1951,5.21,22.69,-0.005260851
10/30/1951,5.2,22.66,-0.001322168
10/31/1951,5.27,22.94,0.012356575
11/1/1951,5.31,23.1,0.006974717
11/2/1951,5.27,22.93,-0.007359307
11/5/1951,5.24,22.82,-0.004797209
11/7/1951,5.17,22.49,-0.014460999
11/8/1951,5.17,22.47,-0.000889284
11/9/1951,5.23,22.75,0.012461059
11/13/1951,5.24,22.79,0.001758242
11/14/1951,5.26,22.85,0.002632734
11/15/1951,5.26,22.84,-0.000437637
11/16/1951,5.26,22.82,-0.000875657
11/19/1951,5.24,22.73,-0.003943909
11/20/1951,5.23,22.68,-0.002199736
11/21/1951,5.22,22.64,-0.001763668
11/23/1951,5.17,22.4,-0.010600707
11/26/1951,5.17,22.43,0.001339286
11/27/1951,5.23,22.66,0.010254124
11/28/1951,5.22,22.61,-0.002206531
11/29/1951,5.24,22.67,0.002653693
11/30/1951,5.29,22.88,0.009263344
12/3/1951,5.32,23.01,0.005681818
12/4/1951,5.35,23.14,0.005649718
12/5/1951,5.33,23.07,-0.003025065
12/6/1951,5.4,23.34,0.011703511
12/7/1951,5.41,23.38,0.001713796
12/10/1951,5.42,23.42,0.001710864
12/11/1951,5.39,23.3,-0.005123826
12/12/1951,5.41,23.37,0.003004292
12/13/1951,5.42,23.39,0.000855798
12/14/1951,5.42,23.37,-0.000855066
12/17/1951,5.43,23.41,0.001711596
12/18/1951,5.45,23.49,0.003417343
12/19/1951,5.47,23.57,0.003405705
12/20/1951,5.47,23.57,0
12/21/1951,5.46,23.51,-0.002545609
12/24/1951,5.47,23.54,0.001276053
12/26/1951,5.44,23.44,-0.004248088
12/27/1951,5.49,23.65,0.008959044
12/28/1951,5.51,23.69,0.001691332
12/31/1951,5.53,23.77,0.003376952
1/2/1952,5.53,23.8,0.001262095
1/3/1952,5.55,23.88,0.003361345
1/4/1952,5.56,23.92,0.001675042
1/7/1952,5.56,23.91,-0.00041806
1/8/1952,5.54,23.82,-0.003764115
1/9/1952,5.53,23.74,-0.003358522
1/10/1952,5.55,23.86,0.00505476
1/11/1952,5.58,23.98,0.005029338
1/14/1952,5.63,24.16,0.007506255
1/15/1952,5.6,24.06,-0.004139073
1/16/1952,5.61,24.09,0.001246883
1/17/1952,5.64,24.2,0.00456621
1/18/1952,5.65,24.25,0.002066116
1/21/1952,5.7,24.46,0.008659794
1/22/1952,5.75,24.66,0.008176615
1/23/1952,5.72,24.54,-0.00486618
1/24/1952,5.73,24.56,0.000814996
1/25/1952,5.73,24.55,-0.000407166
1/28/1952,5.74,24.61,0.002443992
1/29/1952,5.73,24.57,-0.001625356
1/30/1952,5.65,24.23,-0.013838014
1/31/1952,5.63,24.14,-0.003714404
2/1/1952,5.67,24.3,0.006628003
2/4/1952,5.63,24.12,-0.007407407
2/5/1952,5.63,24.11,-0.000414594
2/6/1952,5.65,24.18,0.00290336
2/7/1952,5.63,24.11,-0.002894955
2/8/1952,5.66,24.24,0.005391954
2/11/1952,5.63,24.11,-0.005363036
2/13/1952,5.59,23.92,-0.007880547
2/14/1952,5.58,23.87,-0.002090301
2/15/1952,5.58,23.86,-0.000418936
2/18/1952,5.55,23.74,-0.005029338
2/19/1952,5.46,23.36,-0.01600674
2/20/1952,5.4,23.09,-0.011558219
2/21/1952,5.42,23.16,0.003031615
2/25/1952,5.44,23.23,0.003022453
2/26/1952,5.42,23.15,-0.003443823
2/27/1952,5.43,23.18,0.001295896
2/28/1952,5.45,23.29,0.00474547
2/29/1952,5.45,23.26,-0.001288106
3/3/1952,5.45,23.29,0.001289768
3/4/1952,5.55,23.68,0.016745384
3/5/1952,5.56,23.71,0.001266892
3/6/1952,5.55,23.69,-0.000843526
3/7/1952,5.56,23.72,0.001266357
3/10/1952,5.53,23.6,-0.005059022
3/11/1952,5.54,23.62,0.000847458
3/12/1952,5.56,23.73,0.00465707
3/13/1952,5.57,23.75,0.000842815
3/14/1952,5.57,23.75,0
3/17/1952,5.61,23.92,0.007157895
3/18/1952,5.6,23.87,-0.002090301
3/19/1952,5.59,23.82,-0.00209468
3/20/1952,5.61,23.89,0.002938707
3/21/1952,5.62,23.93,0.001674341
3/24/1952,5.62,23.93,0
3/25/1952,5.59,23.79,-0.005850397
3/26/1952,5.59,23.78,-0.000420345
3/27/1952,5.64,23.99,0.00883095
3/28/1952,5.68,24.18,0.007919967
3/31/1952,5.73,24.37,0.007857734
4/1/1952,5.68,24.18,-0.007796471
4/2/1952,5.67,24.12,-0.00248139
4/3/1952,5.67,24.12,0
4/4/1952,5.65,24.02,-0.004145937
4/7/1952,5.6,23.8,-0.009159034
4/8/1952,5.63,23.91,0.004621849
4/9/1952,5.64,23.94,0.001254705
4/10/1952,5.68,24.11,0.007101086
4/14/1952,5.64,23.95,-0.006636251
4/15/1952,5.57,23.65,-0.012526096
4/16/1952,5.56,23.58,-0.002959831
4/17/1952,5.52,23.41,-0.0072095
4/18/1952,5.54,23.5,0.003844511
4/21/1952,5.59,23.69,0.008085106
4/22/1952,5.56,23.58,-0.004643309
4/23/1952,5.54,23.48,-0.004240882
4/24/1952,5.53,23.43,-0.002129472
4/25/1952,5.56,23.54,0.004694836
4/28/1952,5.56,23.55,0.000424809
4/29/1952,5.55,23.49,-0.002547771
4/30/1952,5.51,23.32,-0.007237122
5/1/1952,5.48,23.17,-0.006432247
5/2/1952,5.57,23.56,0.01683211
5/5/1952,5.6,23.66,0.004244482
5/6/1952,5.6,23.67,0.000422654
5/7/1952,5.64,23.81,0.00591466
5/8/1952,5.65,23.86,0.002099958
5/9/1952,5.65,23.84,-0.000838223
5/12/1952,5.63,23.75,-0.003775168
5/13/1952,5.63,23.78,0.001263158
5/14/1952,5.61,23.68,-0.004205214
5/15/1952,5.6,23.6,-0.003378378
5/16/1952,5.59,23.56,-0.001694915
5/19/1952,5.6,23.61,0.002122241
5/20/1952,5.63,23.74,0.005506141
5/21/1952,5.64,23.78,0.00168492
5/22/1952,5.68,23.91,0.005466779
5/23/1952,5.67,23.89,-0.00083647
5/26/1952,5.69,23.94,0.002092926
5/27/1952,5.65,23.88,-0.002506266
5/28/1952,5.67,23.84,-0.001675042
5/29/1952,5.67,23.86,0.000838926
6/2/1952,5.66,23.8,-0.002514669
6/3/1952,5.66,23.78,-0.000840336
6/4/1952,5.7,23.95,0.007148865
6/5/1952,5.74,24.1,0.006263048
6/6/1952,5.77,24.26,0.006639004
6/9/1952,5.8,24.37,0.004534213
6/10/1952,5.77,24.23,-0.005744768
6/11/1952,5.79,24.31,0.003301692
6/12/1952,5.79,24.31,0
6/13/1952,5.81,24.37,0.00246812
6/16/1952,5.79,24.3,-0.002872384
6/17/1952,5.8,24.33,0.001234568
6/18/1952,5.83,24.43,0.004110152
6/19/1952,5.85,24.51,0.003274662
6/20/1952,5.87,24.59,0.003263974
6/23/1952,5.86,24.56,-0.001220008
6/24/1952,5.87,24.6,0.001628664
6/25/1952,5.89,24.66,0.002439024
6/26/1952,5.91,24.75,0.003649635
6/27/1952,5.93,24.83,0.003232323
6/30/1952,5.97,24.96,0.005235602
7/1/1952,6.01,25.12,0.006410256
7/2/1952,5.99,25.06,-0.002388535
7/3/1952,5.99,25.05,-0.000399042
7/7/1952,5.97,24.97,-0.003193613
7/8/1952,5.97,24.96,-0.000400481
7/9/1952,5.95,24.86,-0.00400641
7/10/1952,5.94,24.81,-0.002011263
7/11/1952,5.98,24.98,0.006852076
7/14/1952,5.99,25.03,0.002001601
7/15/1952,6.03,25.16,0.005193767
7/16/1952,6.03,25.16,0
7/17/1952,6,25.05,-0.004372019
7/18/1952,5.96,24.85,-0.007984032
7/21/1952,5.98,24.95,0.004024145
7/22/1952,5.99,25,0.002004008
7/23/1952,6.02,25.11,0.0044
7/24/1952,6.05,25.24,0.00517722
7/25/1952,6.04,25.16,-0.003169572
7/28/1952,6.05,25.2,0.001589825
7/29/1952,6.06,25.26,0.002380952
7/30/1952,6.09,25.37,0.004354711
7/31/1952,6.1,25.4,0.001182499
8/1/1952,6.11,25.45,0.001968504
8/4/1952,6.11,25.43,-0.000785855
8/5/1952,6.12,25.46,0.001179709
8/6/1952,6.11,25.44,-0.000785546
8/7/1952,6.13,25.52,0.003144654
8/8/1952,6.14,25.55,0.001175549
8/11/1952,6.14,25.52,-0.001174168
8/12/1952,6.09,25.31,-0.00822884
8/13/1952,6.08,25.28,-0.001185302
8/14/1952,6.08,25.28,0
8/15/1952,6.06,25.2,-0.003164557
8/18/1952,6,24.94,-0.01031746
8/19/1952,5.99,24.89,-0.002004812
